place_id,place_name,reviewer_name,rating_review,review_text,published_at,published_at_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,reviewer_url,reviewer_profile_picture,review_photos,user_id
6,Dunia Fantasi,dennis martundawan,5.0,"Puas dari pagi jam 10s sampe jam 7 mlm coba macem2 wahana, saran aja kalo pagi pilih wahana yg antrinya panjang dulu, jadi semakin sore wahana yg biasa antrinya udah dikit.",2 hari lalu,2023-12-11 03:26:38.977,0,90,95,https://www.google.com/maps/contrib/117870378688941365859/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjVyEtNt9Z--nmAc-Q-8rzEcR71D-jmdb3AJN6VC-WpQ1i0=s120-c-rp-mo-ba4-br100,"['https://lh5.googleusercontent.com/p/AF1QipPT9LEnhMgbqetx8D0OvTHOV0pVhAeJqNm-ULe3=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNyD8Rx4LjnxXeOaCte-3kYIDvEaGq-Br9Nuayd=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMctjoAvc9viXxJNTIuTm9YB2R-g46JFqEupSBJ=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOPOlnTr6-gsCIOMY4v8IALJ-KEFkMigez2Ne5u=w150-h150-k-no-p']",60441
6,Dunia Fantasi,Fatmawati,5.0,"Karna takut ketinggian, smua wahana keliatan nya serem buat ku pribadi 
Apalagi naik kora kora aduh berasa jantungku mau copot rasanya 
Tapi lumayan buat menghibur diri wkwk
Ada wahana yg gak beroperasi..
Tiket weekday 225k
Blum termasuk tiket masuk ancol+kendaraan ya..
Walaupun weekday tetep rame dan antre buat naek wahana nya..
Siap siap maen panas panasan klo kesini tuh ",seminggu lalu,2023-12-03 14:49:42.306,0,55,183,https://www.google.com/maps/contrib/100709245369649703469/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjUh6Nq0aczOTapnW0CmZyuhb-HGYm4_g0TtF0E5lWMfd2Y=s120-c-rp-mo-ba4-br100,"['https://lh5.googleusercontent.com/p/AF1QipM5XWL8B1ZA2NCtDAHa0gYqSrKruWVquiE7l7Ek=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPWJq0B1LdjMwOa7qD9skVUYQ4lCs9GUd3Ja3_H=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPBH62zNe9AwoCy-Cip3vkfwy_l5tBsXsybkSZj=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOGGahtSI5xqZOma9flBH8f1BoY2bqFCZc0bn_O=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPFz5HguHido82-Wm5RM0oOms4SHVPIhMS2hK1-=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPqHKy8jgFse1RzXU9mSAdDVeEfJz5ythB8Q6kh=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPqeZ6mKxlpauYHjIIxOVNEpeZGCqvkWWZ8ROzl=w150-h150-k-no-p']",19741
6,Dunia Fantasi,Dinda Gita,5.0,"Pengalaman yg paliiiinggg berkesan bareng suami!! Kesana sengaja ambil di hari weekday biar ga rame banget dan ga ngantri lama tapi walaupun weekday org2 tetap rame kesini haha
Paling suka naik wahana yg memacu adrenalin kayak hysteria, tornado, baling2, arung jeram, kereta misteri, alap-alap, kora2. Tapi semuaaa wahana udah ku cobain seharian itu, cuma sayang roller coaster lagi under maintenance jd ga bisa naik, pdhal itu wahana yg paling pengen ku coba huhu. Tp gpp lah setidaknya aku udh puas nyobain semua wahana nya.
Kalo ada waktu dan budget aku pengen main kesini lagi deh bareng suami.
Sampe pulang pun masih terngiang2 lagu dufan nya",3 minggu lalu,2023-11-20 09:34:11.140,1,296,442,https://www.google.com/maps/contrib/105009562168096512609/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjUcctjM4QdPci7Fouerc7PUshIEANdz0Yb948mQD9GD8pM=s120-c-rp-mo-ba5-br100,"['https://lh5.googleusercontent.com/p/AF1QipNNRvmf4QqaIAjOVoFHKZ5SIOfRFni2-4r9rgEp=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO_k57f00iPkUYr52cnwDTDK8-kThh8jyUfwytq=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOIPpCRFn1mCdLYGI4fUo6uaAMGhQmh8e6GGYWG=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMNRzr5vCUqpoVFLJXk5-w6VjjKUs2byUYvDpZy=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOWbVWH_5PCM8MsVTtkjiPzjG1Zc0_YL_SPNBAM=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOBtc0W_Wd8QduNRCIJ4-NaonvEKFFOJDJW8p5z=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMOu1L8Kre-87CG1wXUB-gPwuMBYL7oqi_PzP1O=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMo9sEw6iVXF06Ux6QYYXhZ4ioGVcuizp205njZ=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOCMbXXFHxMtOjJoAqIny359EoBGf7n5XxicqX5=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOQSVnCkw-PyRW1WCFLJvF3s1v2H7DL9ql80W7n=w150-h150-k-no-p']",15616
7,Malioboro Yogyakarta,Culinary Traveler (Johnny),5.0,"Jalan icon utama kota Yogyakarta. Setiap pengunjung yang datang ke Yogya dipastikan selalu menyempatkan diri untuk ketempat ini. Entah mengapa Jalan Malioboro mempunyai daya tarik tersendiri yang kuat baik bagi penduduk Yogyakarta sendiri maupun pengunjung. Dulunya seberang menyeberang jalan dipenuhi dengan pedagang kaki lima. Hingga saat di beberapa tahun ini saja para pedagang tsb diberikan tempat berjualan tersendiri di suatu gedung yang khusus bagi mereka. Di pagi, siang maupun sore & malam hari menyusuri jalan Malioboro punya kesan yang asyik. Dari ujung utara hingga ujung selatan. Mobil dan kendaraan roda empat (juga sepertinya kendaraan roda dua) hanya boleh melintas di siang hari. Malam hari jalan Malioboro sepenuhnya menjadi milik pejalan kaki. Di pagi hari banyak penjual jajanan dan makanan khas yang berjualan. Hal menarik lainnya di Malioboro adalah Pasar Beringharjo.",2 hari lalu,2023-12-10 12:35:36.719,0,189,193,https://www.google.com/maps/contrib/100789943461947908080/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjX_qiWU2iTtB1xOyhG2yjWWJckpLhmpLVq94BPadymwjMs=s120-c-rp-mo-ba6-br100,"['https://lh5.googleusercontent.com/p/AF1QipMhU7JFQmRIcE91ELmjYQWA98dxnGRuURNrX6Yz=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMSZyPMUu90iAmY-X5BX5H2Um_kzm-3SB6IQOR_=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMjwSjbIDUca0ttMTRPWnMZ3U52sdC7-nkJ6Eh6=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMu8N5TKj-kbr_CW0d9lSDHe8f-tfhuYQsSAu73=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNMXZAlusGU2oXg72979w6QSkzwTW0outC28xzQ=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNjeng3R9-JsNogIOX3cHxu3deZMxZbBezlezn8=w150-h150-k-no-p']",12655
7,Malioboro Yogyakarta,Keperluan Penelitian,5.0,"Belum ke Jogja rasanya kalau tidak ke Jl. Malioboro. Ada banyak toko yang bisa dikunjungi ditempat ini. Atau setidaknya bisa berjumpa dengan kehangatan dan kerumunan orang-orang yang ingin menikmati suasana Yogyakarta. Suasana terbaiknya ada pada malam hari. Ada banyak pedagang yang berjualan (bukan lagi di jalan utama) tapi di jalan satelit disekitar Malioboro seperti di Jl. Sosrowijaya. Ada banyak penginapan juga disekitar sini tapi biasanya harganya lebih tinggi karena pusat wisata Jogja. Ada Delman dan Becak bagi yang tidak ingin jalan kaki. Harga bervariasi dan pintarlah menawar. Delman cocok bagi banyak orang karena harganya lumayan mahal sekitar Rp. 150.000 untuk satu kali rute putaran bisa muat 5-6 orang. Bagi yang sendiri atau berdua bisa naik Becak. Rata-rata makanan disekitar sini mulai dari Rp. 20.000-an. Bila ada pedagang asongan jangan lupa untuk berbagi rejeki karena mereka berjualan dan bukan meminta-minta. Ada juga tukang pijat dan penjual camilan. Paling seru bila andan berubtung ada pagelaran yang diadakan di Jalan Malioboro ini.

Tempat ini juga ada Masjid dan Gereja disepanjang jalan Malioboro, ada pusat  oleh-oleh, pedestrian, ATM, dan Pasar. Untuk toilet ada toilet umum berbayar dan ada juga di dalam toko-toko disekitar. Yang kuramg dari tempat ini adalah kurangnya tempat parkir. Apalagi parkir untuk roda empat. Ada baiknya ke Malioboro berjalan kaki (sewa penginapan disekitar Malioboro) atau naik transportasi Online.",sebulan lalu,2023-11-08 10:18:30.649,1,100,756,https://www.google.com/maps/contrib/117145954541733521999/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjVX7GhuimVbPtrp29jUACCYgBHY4tMH5Kztm68jjpjMEuk=s120-c-rp-mo-ba5-br100,"['https://lh5.googleusercontent.com/p/AF1QipP3z5t7j4Dny0EBaMOZfHMN919V9jmPeAatcyv6=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMFq3WbB-Ikcte6Q-tgOb5qF6RV1iTXqItnOi7I=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipORAeUueHSr7CUEuPFTZTuAcryrXDuDKjuxTmJc=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipP-qwJv7_J10dHAVseXCN7pt2OsFiZ4BfbuLvM8=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipN3sAbQsrkZdpE_Egtr6apP4j2skuRcZNRSHgl8=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOQsNCVQhtl-HQzE_fqh3hUD_M5qMDgSbWUQDFe=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNIQB4vL2UGnNTgh3bdm6hg7eZM0eH614X5Ttn-=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNWYANuENHOhMbSAq0yQOZ5q5MNI1QoJh5blvIL=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPPioxRXGZ8JGeDHMB6G8rEjnTpP7T4jrwk_fjG=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPS8T_NIFqRkxD67Yb87w9XPzQBBWoxveSxbdYG=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNKWNr5KKHq-zAaIe894tbeFO3IdHXJuLRTxtqs=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNY3LePGAeEClPTcMQktiLriBcvYWjneJb5QJRk=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMkqF6w8ZQcMfxGQACI7Rx-iqr2dOpGMMgmqpvr=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMrRpVgXWkkKmy4l8OYnJ287-JoUdilkK7Ry5UQ=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMDGUcoJ23FpH4qachnpKw-LGX2QV4g5zk8koZ6=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPOMGSZP7BCXZO60WhGjTZaEwN0R_Tdvk-SeXn4=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO8bbNvcaDbYg0hl2lmKTTROQPqDdaMEgQSdH-S=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMH9pJ7i2SW1gXivA0J8HVPOZtGdKG3H8J00Ylw=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOehXV_Y8SUPzca252ByMNYnWubYVtnxPQiwea9=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPTvgwEPNj0wB0gTUmSIdDLpk5k1SI4qVLDvwOO=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMUIbO7NQgBWUfxl7MkOUV2PbpDd-0Dgh9byAUv=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMChH1USXnVr6vhn8kV3DoFQpfduBjhMGp1h65F=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMPO6RhlZMjPUg6X-6qgaNkJithzB00Bf1LSHnB=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNEF6Nin4NNIIj9I1jYycfUT-M38MakZzz6Y-Tf=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipONpOGwB1bxEKY3DOFBCQFKk-p0xrMuqHtD1O_B=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipP4l-wtA87WmSGSWDHWU3JppFTZ9XcnDV__IdI4=w150-h150-k-no-p']",29178
7,Malioboro Yogyakarta,dhiya eni,5.0,"jogja itu selalu ngangrnin, walaupun sering kesitu selalu aja masih ada aja hal yg banyak belum dicoba.. cocok buat healing entah solo ataupun rame2.. kalian bisa cobain naik becak buat dianterin keliling malioboro,tugu,keraton dan yobaib berbagai khas makanannnya .. dahlah malioboro emang gada matinya ",2 minggu lalu,2023-11-29 05:32:10.960,0,184,424,https://www.google.com/maps/contrib/109573615748680345661/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjW6yiH4tXFyfNhxjqslGk3ZP1gCX59Aiw02E6TRlg20kTE=s120-c-rp-mo-ba5-br100,"['https://lh5.googleusercontent.com/p/AF1QipNNgw_bC_4F2YQBlOY5yp8O1YT4puGIN3J-9Iva=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNrM7nYgWIxFPDEGoj73X8aNYzAaYWyT3EXy5D0=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNmEnsmiZ9bbvvk7nWULfCub9GGURMWLSYLqTE9=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipM_iHVleNxCo4JJne4jsVAguU92ZX0mPmeW_OYL=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMtbGIXaXBy1bFvWBU_103jQ94O4AlfijX4xcW2=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipM31871xaeOF-6LhRJ0I07W3aDTLmXZ_Vx0gkTr=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPJyygy3gCCOXbRcTMglp0_FSiyOxQF5d3SvUFa=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNYktwdfnOQBrhvmz707X0HtLg8LrR79MS8LRiI=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOBVGKiW-ur5o9ZfES1-63-s08F0-sZAfLHkAm8=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMSiuxdqrOaWhb7Ra3ACWtdjb8kA2z886qXJLvW=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipM8P-q2aWQ33maxG7Qn5h4r0OkuElMnSVzIMPLF=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO-jg4tOzPVL1SSAJNObwvf2_1KLu541v6ivXuL=w150-h150-k-no-p']",60596
7,Malioboro Yogyakarta,Mela Anggriani,5.0,"tempatnyaa seperti biasa selalu ramaii, paling sering disana makan lontong sate banyak banget bangetvyang jual, dan lumpia siwijaya juga enakk banget, dan jangan lupaa juga buat berkunjung ke hamzah batik, disana ada seni2 yang keren dan wajib buat nyobain jamunyaa karenaa enak banget,kentel, dan berasa banget, ngga encer. Masjid nya juga bersih banget dan terjaga",3 hari lalu,2023-12-09 22:39:47.951,0,11,27,https://www.google.com/maps/contrib/109486576227376521077/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjX58shlCemkira9cr2nkDLANXAdyaSNVj85A4JUJ0q0zb0=s120-c-rp-mo-ba2-br100,"['https://lh5.googleusercontent.com/p/AF1QipOVu0NqMpXScv5CASeryl92kzQrntwJZs-edDrV=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNEbVgrFdP3Ddm7VK3oEIZWOv6ynS1ZjMDfIT8T=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOP2sJ9JgPuwcyZYiy9byuc9Ec6VIZrmTTB7Xy5=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO_sXKOLaUGTctbkVAnsEC8RAmG_1WB79eiwVUn=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNliCc78AsEFfFHXG-W5KM7lPqyX8yUo3mBqX1r=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOC-U7i65AsBsDm4MyiI1_yz_cyTSvOPzBnKeer=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipN6qQcS8SENRt-0NrWIImPrRqJRWUf7cp50w5wz=w150-h150-k-no-p']",33660
7,Malioboro Yogyakarta,Trihat Official,4.0,"masih bagus untuk dikunjungi
sayanagnya terlalu padat
kurang nyaman untuk jalan jalan
masih ada mobil atau kendaraan yg lewat
mestinya dah di blokir aja
biar udara juga lebih sehat
area ex jalan sebaiknya bisa jadi playground atau tempat pojok seni
akan makin bagus nannti..
jangan lupa cari bakpia menuk
fresh from the oven
masih anget..harga murah
hanya 25 rb an",6 hari lalu,2023-12-06 11:57:56.125,0,856,4242,https://www.google.com/maps/contrib/111537640701906037966/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjVGyASwyuqJuTuW6EWPn-M-IXV5Zat0_-jV8q1lFLtIb6QI=s120-c-rp-mo-ba6-br100,"['https://lh5.googleusercontent.com/p/AF1QipNR_XVpYDeSOKDpiWbS3ca1RLYqXp6nrTvhsRRO=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPzLXLKh0V0To0eAuZ_9E6Hhg4tRgG4hvE3umn-=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMCxep8X9Za0YRKsFjdCzTkMfDocxjsYjDLMk4R=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNXgdQUx5VFCqZCNZW_ZrtSj_Vm3knLT93r8hTh=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMeuUNfu3tSRelEfx_7X0ANYD36fGirxlf-bxlA=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMPKe8_uB8CY3Oci9CkncnqEekQPtqknJAkwzyI=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOp130KdzspgwOQm7_GCo3kXNmKV6tiWNrYyTcw=w150-h150-k-no-p']",52621
7,Malioboro Yogyakarta,ge maulani,5.0,"Satu lagi yang iconic kalau ke yogyakarta? Titik nol kilometer sama tulisan jalan Malioboro. Karena ke sininya pas weekend, jadi parkirnya agak jauh. Kalau mau foto mesti gantian dan sabar. Di sini juga ada fotografer kalau mau fotonya bagus. Ada banyak yang jual makanan, minuman, dan sentra oleh-oleh. Ada toilet bawah tanah juga. Oh iya bakso yang dijual mbak-mbak samping fave hotel enak banget cuma 15k pula.",4 hari lalu,2023-12-08 22:35:40.932,0,29,52,https://www.google.com/maps/contrib/101443963930994396455/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjUmBiVPTrXbwWcrCGi3QTfx3nmUn5qbszKQ-FQND1b8FL8=s120-c-rp-mo-ba3-br100,"['https://lh5.googleusercontent.com/p/AF1QipNUyzZeo3T8RRBjH_pZXp-GzbjQlC-XsGpD-c6y=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipN5atqj-DqnwzeZcUCTCtYhrw0bdqKzjIRcqTyX=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipM6_MqLFUAi6gc-sJfPNXKaQqp6M_SbckTc_LiQ=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOih9fK8jc0E2TYzMZSrYBJfApHbCWOSVHuf1PH=w150-h150-k-no-p']",61932
7,Malioboro Yogyakarta,Nathania Nadia Budiman,5.0,"Terakhir ksini tuh tahun 2018 sebelum covid tapi klo dibandingin sama sekarang 2023 kyny udah balik normal deh, sama2 rame, bahkan karena kali ini nginepnya di jogja jadi bisa pergi sampe stgh11 malam...klo dulu nginep di solo, mesti pulang naik kereta dulu..ga berani terlalu mlm.. Terus bagusnya makin banyak live music di sini jadi suasananya hidup, mau pijet refleksi juga tersedia di sepanjang jalan selama ada kursi pasti ada tulisan nomor wa mas2/mbak2 pijetnya. Klo belanja batik sm bakpia di sini terlalu mainstream, kita juga bisa nakut2in diri (baca: men-challange diri) dengan masuk rumah hantu atau mobil hantu hehehe.. Oh iya pas weekend tentu makin rame ya..",sebulan lalu,2023-11-05 03:26:47.138,1,218,923,https://www.google.com/maps/contrib/115032399709345934357/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjUf-1N3KvT45y6VAYndobDnMnnaTwjeeVm7MZXXY_hgJg=s120-c-rp-mo-ba5-br100,"['https://lh5.googleusercontent.com/p/AF1QipO23Gp5KO4i1Jblglf2SB_PWqfB9Qlamrq6zgPT=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPFFjLbepWkaueDG77xGgeKsdo_ZLYU3duqAjlf=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOTHWDTz0-ibIB75oWr1G2obmeq70PDQNpDPnb4=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO7BaZDvgdtXluQbuhc3f3c1Wk1lZ7XBRXmoTJY=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNgdMfDGAliS3PUNy3KPe5CM7y4WpeqR6b1QscS=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPmcR1gyClU4s9GKgvomjWdmjB_mJ6W1llQTukl=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNRedoB6tl4E0n1WM3dyvWDgrssWCswqUeVkEEb=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMSJWAUsTJlSVSQYWjYcTlx8xa9C13o_CQESIWf=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPSGzIMVYvyBWMR9QlvF8XLnBd64mA96voOV7Zu=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPvwRI2xG4iOih1vAuHoU0TQrPg_pjWKBFPadiS=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNZAzFD3nythgMgciUw_PUIeDnuuvBsgUdiTO80=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNEjwacjjPiFCH9XHkuJVILNsHe_HNrREzVUNQi=w150-h150-k-no-p']",37445
7,Malioboro Yogyakarta,Lailatul Badria,4.0,"Tempat paling ikonik sih menurutku kalau ke Jogja.. kalau terucap Jogja yang teringat pasti jalan Malioboro ini.
Sepanjang jalan ini, sangat banyak sekali toko/kios oleh2 mulai dari pakaian, aksesoris, kuliner.
Disini ada teras malioboro 1, teras malioboro 2, pasar bringharjo jika menginginkan beli buah tangan.
Menurut saya meskipun ramai, tapi lokasinya bersih, tidak terlalu banyak sampah berserakan, jalanannya sangat aman untuk para pejalan kaki, separatornya luas, jalanan khusus buat difabel juga adaa, area bebas asap rokok, cuma beberapa orang masih ada yang merokok sih.
Sepanjang jalan dari stasiun tugu- bank BNI bisa tu buat foto2 juga..
Cuma agak kaget doang untuk harga makanan, mungkin karena banyak wisatawan jadi sedikit agak mahal kalau menurut saya.
Tapi untuk menghilangkan penat lumayan bisa, apalagi kalau malam minggu.. banyak live music jalanan.
Oh iya, untuk fasilitas umum rasanya cukup, banyak banget petugas2 yang bekerja di area situ, cuma mungkin untuk area masjid/toilet umum itu agak lumayan jauh..",3 bulan lalu,2023-09-12 00:58:10.374,4,96,476,https://www.google.com/maps/contrib/110604147659520643833/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjWUw9bIh2o7dSuix7BQofFpBfKBWk8X1pJARzbY_c8WHtQN=s120-c-rp-mo-ba5-br100,"['https://lh5.googleusercontent.com/p/AF1QipMXizFUFT43SVOJu9rfk0PDZiLNOwV51E_WRwLY=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOM_QBGj5Cpk5hD761azQWFWgaF3ceJnPEpRyMd=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOCchEd8ByzSyP9DRq50B6okDCsGyC5WTAKl7SO=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNpYmFGOOb03PQLPu4OK09Y9fTPyVWcqixlSQ6H=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNwRHIKkyMA9EG7MHd1vgDF8Rdk9FlDrOi_O-_5=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNzhfNeY1gD7ybHvAKDl2XyaEw7y3i2MB4QFXdY=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNFgow9x-NpZgGsXm8jDFs7FPhDyc-5WULmbNZC=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipP85rGhH-_ZSzlYT9FGr8g7whcl0v-6-b4k5qH1=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipM22eG1aGBcybmj6g-ZMxN2Rv03zGXXunj3o08L=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNu5ia9B8Nqv8IggyXc3mUj8aDyz7HG3VXet06s=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO00Z86Xai4WMoxDAMg_jz9UkKxy-LVjrMpjjwB=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipObN8j0qTMhlvN4jMcR7J0rb6_8WSOgMxqNGACC=w150-h150-k-no-p']",30225
